"Code_ISO","Model","Param","RMSE.calib","MAE.calib","Qtest.calib","Coef","pv_model_p","pv_strig","rho.spearman","rho.pvalue","cli.par","cli.lag"
"MWI","ARIMAX/pr_2","(2,1,5)",0.000845087714609809,0.000396416070706534,0,0.000730261760999059,0.00337795021847494,"0.562812938784403",0.104967904894265,0.00151970257278109,"pr",2
"MWI","ARIMAX/rh_0","(2,1,5)",0.000845787239915447,0.000400770049946437,0,-0.00053171725947219,0.0238416025869997,"0.603517034253127",0.087070373265887,0.00851693187481572,"rh",0
"MWI","ARIMAX/tmax_24","(1,1,2)",0.000925231552111609,0.000409143060876356,0,0.000785226047557499,0.0179213986802037,"0.810083969181401",-0.130163363753143,0.000100294990807592,"tmax",24
"MWI","ARIMAX/tmoy_26","(1,1,4)",0.000895584950923511,0.00041024415540906,0,-0.000907301128106536,0.0264394155472442,"0.825067257096796",-0.0973384833929801,0.00372981585573707,"tmoy",26
"NER","ARIMAX/tmin_27","(5,1,1)",0.00162990370354797,0.000743322874818638,0.655748229424614,0.00302163536460166,0.00255391807077392,"0.787700225109483",0.0838974909538461,0.0119012126292227,"tmin",27
"NER","ARIMAX/tmoy_20","(5,1,1)",0.00163834151176445,0.000742702407607796,0.587996610058635,-0.0024506926728373,0.028977096428183,"0.926661966191931",0.0803183327870659,0.0156576228223077,"tmoy",20
"NGA","ARIMAX/tmin_14","(1,1,2)",0.000982548757280825,0.000426874506338839,1.11022302462516e-16,-0.000713076379757292,0.0383214662359118,"0.989100561706404",-0.107333851949514,0.00103129267758137,"tmin",14
"RWA","ARIMAX/tmin_5","(4,1,5)",0.000969908642891532,0.000351233910695005,1.28672628108006e-11,0.00068114679880418,0.00114073066941705,"0.863573332982803",-0.0825798688790318,0.0119429249012489,"tmin",5
"RWA","ARIMAX/tmoy_4","(3,1,4)",0.000985128683980402,0.000339157485879882,5.6621374255883e-15,-0.000882226205135621,0.00293438753876273,"0.879844322939155",-0.1026845730074,0.00174530577828537,"tmoy",4
"SDN","ARIMAX/tmoy_19","(1,1,1)",0.00204612288464506,0.000985213667128621,0,0.00221336220275729,0.0422768933717189,"0.0454454919267058",-0.0975350478984401,0.00319333909284863,"tmoy",19
"SEN","ARIMAX/ah_3","(2,1,2)",0.000734211952710913,0.000343582136146658,0,-0.000591868720096725,0.0427715849883201,"0.986531619254363",0.0895382736029111,0.00601324973569033,"ah",3
"SEN","ARIMAX/tmax_22","(2,1,2)",0.000740575481369193,0.000352650533993836,0,-0.000426185208403157,0.0105524313216871,"0.76218183993502",-0.090027217158139,0.00625724695170712,"tmax",22
"SEN","ARIMAX/tmoy_4","(2,1,2)",0.000734568187046385,0.00034320313615739,0,0.000540941333514657,0.0413191007574146,"0.84751720010791",-0.0883738698957644,0.00673347352387524,"tmoy",4
"SLE","ARIMAX/insol_26","(2,1,1)",0.00137625347408441,0.000641465301707754,0.00059209429271545,0.000473820658797854,0.0264167715288588,"0.106525259835804",0.108332469152959,0.00122408651250355,"insol",26
"SLE","ARIMAX/rh_17","(1,1,2)",0.00137180129494392,0.000640610953692735,0.00013148881519498,-0.00102069321005889,0.0365656972200134,"0.147492955346628",0.100325158000281,0.00262854799770525,"rh",17
"SLE","ARIMAX/wspd_0","(2,1,1)",0.00135942260684482,0.000634146317386571,0.000196737572107586,0.000654191437862214,0.0180620099842253,"0.176510043692808",0.0866096358197938,0.00879914473016436,"wspd",0
"SOM","ARIMAX/tmoy_20","(1,1,2)",0.00285392696551512,0.00134196559618228,6.72845186899806e-07,0.00273040957540587,0.0109283478265738,"0.841208189739356",-0.100673701242478,0.00237505674501645,"tmoy",20
"SSD","ARIMAX/tdew_7","(1,1,1)",0.00227382347928461,0.000964984744133444,0,-0.0028895118616936,0.00894000379440944,"0.680378906508921",-0.128942451402381,0.000102996902607003,"tdew",7
"SSD","ARIMAX/tmin_0","(1,1,1)",0.0022670758419784,0.000962486709284133,0,0.00179091291278719,0.021873825542305,"0.895327539685038",-0.0896260930454311,0.00685271290167464,"tmin",0
"STP","ARIMAX/tmin_12","(1,1,2)",0.00272826979106416,0.00100762418111486,4.4688222906597e-06,0.00243715022444583,0.0342090062354455,"-",-0.0754673125047517,0.0238801956466516,"tmin",12
"STP","ARIMAX/tmoy_12","(1,1,2)",0.00272896084828473,0.00101047894453942,3.45834678816548e-06,0.00261860719388798,0.0437905805437553,"-",-0.0752456145387546,0.0242972568387505,"tmoy",12
"SWZ","ARIMAX/tmax_21","(1,1,3)",0.00116427437572648,0.000449269582473613,0,-0.000412499709655799,0.0461518019672778,"0.94247370866287",-0.0906168487507547,0.00622971778772984,"tmax",21
"SWZ","ARIMAX/tmoy_21","(1,1,3)",0.00116523081480009,0.000441005456199862,0,-0.000658555657038292,0.0272926440571262,"0.926427279629278",-0.0682989514292895,0.0394086683658417,"tmoy",21
"TUN","ARIMAX/rh_9","(2,1,2)",0.00158728417774544,0.000689134878179159,0,0.000780842648304932,0.027500450869367,"0.443966172919861",-0.0857351614657975,0.00882677963009251,"rh",9
"UGA","ARIMAX/tmax_14","(1,1,1)",0.00436095744009403,0.000800538280318429,0.999999999267409,-0.00229963004817748,0.0321554985147817,"0.62003947201788",0.115814230220213,0.000464107923639434,"tmax",14
"UGA","ARIMAX/tmin_3","(1,1,1)",0.00433378709630307,0.000819314668852186,0.999999998906893,0.0036966494093124,0.0237869874418314,"0.747926524906488",0.0730405176763427,0.0266515889213017,"tmin",3
"UGA","ARIMAX/tmoy_20","(1,1,1)",0.00436641687625536,0.000863185710308627,0.999999999687184,0.00423332492525739,0.00398888705718161,"0.644366787316397",0.11955511472827,0.000315086640973411,"tmoy",20
"ZAF","ARIMAX/ah_5","(2,1,5)",0.000461028818091648,0.000224783228305394,0,0.000309647708337885,0.0111313299558688,"0.875844421324779",0.0931877540368882,0.00434629305709435,"ah",5
"ZAF","ARIMAX/insol_7","(1,1,3)",0.000490773227434629,0.000243503312316675,0,0.000295883965574751,0.00277020180806251,"0.830152140357809",-0.0860365481130089,0.00855497057936446,"insol",7
"ZAF","ARIMAX/pr_8","(2,1,5)",0.000463515191436671,0.000240028195141899,0,0.000377053643252066,0.00479102334220578,"0.850725176903115",0.0993064341065446,0.0024043164485966,"pr",8
"ZAF","ARIMAX/tmax_15","(2,1,5)",0.000463541937239377,0.000228256224950299,0,-0.000330026990991539,0.0105675711600984,"0.729301134170298",-0.0972766830583313,0.00306064448753244,"tmax",15
"ZAF","ARIMAX/tmoy_12","(1,1,5)",0.000470579266473724,0.000233016549970453,0,-0.000411092421766179,0.024866272556721,"0.992605766128535",-0.0741846128577634,0.0238236451969077,"tmoy",12
"ZMB","ARIMAX/ah_27","(5,1,2)",0.000728324114748458,0.000400189552610545,0,-0.000868741409567782,0.00538780427367283,"0.30363700131034",0.123036410595701,0.00021557493351119,"ah",27
"ZMB","ARIMAX/tdew_27","(5,1,2)",0.000728709013248589,0.000399286000969359,0,-0.000864101465515311,0.00914667246241781,"0.300437952107386",0.119167065688628,0.000339908112844365,"tdew",27
