"Code_ISO","Model","Param","RMSE.calib","MAE.calib","Qtest.calib","Coef","pv_model_p","pv_strig","rho.spearman","rho.pvalue"
"COG","ARIMA","(3,1,2)","0.00344572146300568","0.00173244956586054","4.0231819218306e-06",NA,NA,NA,NA,NA
"COG","ARIMAX/wspd_9","(3,1,2)","0.00344663104281042","0.00174420616624272","1.94567486944131e-06","0.00182402679995569","0.00390456660543732","0.985937191375348","-0.09403311253082","0.00428785065722058"
"COG","ARIMAX/wspd_23","(3,1,2)","0.00346909961354683","0.00177733110034677","2.02265492088571e-06","-0.00202517822950402","0.00161493751026655","0.913665377969785","-0.0972124250687525","0.00338309870080355"
"COG","ARIMAX/wspd_27","(3,1,2)","0.00348221603107544","0.00177500978175073","7.61351241507224e-06","0.00168837861372963","0.00879917186161588","0.861589374162046","-0.101178079241987","0.00233455049960774"
"COG","ARIMAX/wspd_28","(1,1,3)","0.00349622776085337","0.00176682414462234","5.03674328811154e-06","-0.00152077251167179","0.0190089239329782","0.976069221593905","-0.100938167151584","0.00240489050653376"
"COG","ARIMAX/rh_18","(3,1,2)","0.00346542346497515","0.00175714107406232","5.76124660289778e-06","0.00206633720528821","0.0080170173584196","0.778692140521989","-0.114173619847457","0.000551230296898987"
"COD","ARIMA","(2,1,4)","0.002513556667803","0.000910693434436988","0",NA,NA,NA,NA,NA
"COD","ARIMAX/pr_4","(2,1,4)","0.00247864049923677","0.00099532114802894","0","-0.00199158732443704","0.0066679875155265","1.17649711435449e-06","0.10761138573584","0.00101317894649025"
"COD","ARIMAX/pr_8","(2,1,4)","0.00248125713107315","0.000998091469108671","0","0.0017485823457392","0.0187780848032165","2.44619019479586e-07","0.104165506004192","0.00150281668232666"
"COD","ARIMAX/pr_17","(2,1,4)","0.00249124496292923","0.000992848868357046","0","-0.0018308049665384","0.022130965868511","1.96679602381791e-07","0.0909283958982519","0.00586117393773975"
"COD","ARIMAX/pr_19","(2,1,4)","0.00249242602591316","0.00100644846962558","0","-0.00199889212196773","0.012321258323952","1.07167460234049e-07","0.0918481250457011","0.00542933269728872"
"CIV","ARIMA","(2,1,4)","0.00124617385840776","0.000588880851009878","0.000833171633234819",NA,NA,NA,NA,NA
"CIV","ARIMAX/rh_3","(2,1,4)","0.00124314848320351","0.000600324372750385","0.000412015342288186","-0.00111784756500363","0.00729820398145598","0.365937525474574","-0.0865937559743194","0.00820316177380694"
"CIV","ARIMAX/rh_15","(2,1,4)","0.00125168459202153","0.000603833016772616","0.00243785024910392","-0.00100433637576867","0.017023084820259","0.498472974896261","-0.121650057965689","0.000218557301350363"
"CIV","ARIMAX/rh_17","(2,1,4)","0.00125342140425871","0.000604622413681574","0.00063270401607185","0.000938217419922468","0.0263940542787166","0.478405086762533","-0.123801862818839","0.000171056325952275"
"CIV","ARIMAX/tmoy_4","(2,1,4)","0.00124222513135118","0.000601816870262247","0.00296112926196257","-0.00117322771286348","0.00202968866179904","0.472192076015276","-0.0810496373092966","0.0134199464901745"
"CIV","ARIMAX/tmoy_6","(2,1,4)","0.00124478432146912","0.000601726460718736","0.00065112160873726","0.00105708670884176","0.00590359401341297","0.543246848967952","-0.0755638131618516","0.021329711764949"
"CIV","ARIMAX/tmoy_9","(2,1,4)","0.00124735622630078","0.000598753011410607","0.00261114706549337","0.000980599002988124","0.010426772322348","0.677493422400753","-0.0711825025745703","0.0304068069968442"
"DJI","ARIMA","(1,1,1)","0.00179834070465986","0.000665162523785879","3.20243831453126e-12",NA,NA,NA,NA,NA
"EGY","ARIMA","(5,1,2)","0.000682849365263687","0.000229983722670117","0",NA,NA,NA,NA,NA
"EGY","ARIMAX/wspd_2","(5,1,3)","0.000679170464870688","0.000239596959828313","0","0.000301615308909589","0.0167684763687229","0.690898688373941","0.0729827491441919","0.0238837030616865"
"EGY","ARIMAX/wspd_4","(5,1,3)","0.000677901414332756","0.000243368146771865","0","-0.00042002107893414","0.000926828280377887","0.836994520962648","0.0728392701600839","0.0243108212830242"
"EGY","ARIMAX/wspd_8","(5,1,2)","0.000684061478349226","0.000235335884816046","0","0.000274619224658019","0.0407388911547697","0.72019118898075","0.0784137008725704","0.0155220617981824"
"EGY","ARIMAX/tmin_3","(5,1,2)","0.000680871501939452","0.000237312100771608","0","0.000820930010467399","0.00382540763967911","0.784703622797283","0.0755600035882343","0.0193992944840486"
"GNQ","ARIMA","(0,1,0)","0.00513814715413285","0.00174061114710126","0.257843193715218",NA,NA,NA,NA,NA
"ERI","ARIMA","(2,1,2)","0.00191780807597365","0.000862255833936319","0",NA,NA,NA,NA,NA
"ERI","ARIMAX/tmin_15","(2,1,2)","0.00192435225277956","0.000907850924026023","0","0.00268958488564032","0.00373974886279991","-","0.0706983119772357","0.0330675629664299"
"ERI","ARIMAX/insol_27","(2,1,2)","0.00194156148532997","0.000904364057492207","0","0.000882771484973286","0.0395941380005888","-","-0.0665247052790554","0.0463885425284892"
"ERI","ARIMAX/insol_28","(2,1,2)","0.00194278469942555","0.00090084586504839","0","-0.000860970495593755","0.0449632245422244","-","-0.0684866928046362","0.0404059246334505"
"SWZ","ARIMA","(1,1,3)","0.00115631629468065","0.000413391944105742","0",NA,NA,NA,NA,NA
"SWZ","ARIMAX/tmax_21","(1,1,3)","0.00116427437572648","0.000449269582473613","0","-0.000412499709655799","0.0461518019672778","0.94247370866287","-0.0906168487507547","0.00622971778772984"
"SWZ","ARIMAX/tmoy_21","(1,1,3)","0.00116523081480009","0.000441005456199862","0","-0.000658555657038292","0.0272926440571262","0.926427279629278","-0.0682989514292895","0.0394086683658417"
"ETH","ARIMA","(1,1,2)","0.000495312316012336","0.000237637930011384","0",NA,NA,NA,NA,NA
"ETH","ARIMAX/tmoy_3","(1,1,2)","0.0004948124027015","0.000243434498044761","0","-0.000309840543579588","0.0296570211056618","0.984025087381281","-0.088652857024716","0.00685552394072685"
"ETH","ARIMAX/tmoy_4","(1,1,2)","0.000494976789262483","0.000243386408547156","0","0.000322644082548351","0.0238698588385287","0.953585862531243","-0.0873016332087107","0.00779146937076023"
"ETH","ARIMAX/tmoy_18","(1,1,2)","0.000498460280912352","0.000246755336746644","0","0.000356126256971836","0.0137766408534155","0.985819207919768","-0.0697480184466057","0.0350020501884056"
"GAB","ARIMA","(2,1,3)","0.00233587582657454","0.00105288153145252","0",NA,NA,NA,NA,NA
"GAB","ARIMAX/tdew_16","(2,1,3)","0.00234900060924777","0.00109321707894751","0","0.00202299450433867","0.0207875931317926","0.69302977225257","0.122050967497835","0.000214995046118909"
"GAB","ARIMAX/ah_16","(2,1,3)","0.00234966937107686","0.00109367100987057","0","0.00198279862762407","0.0282883954911796","0.668053802701376","0.115547316749804","0.000461527542025259"
"GMB","ARIMA","(1,1,4)","0.00337212511675371","0.00125416950917866","2.91111865724503e-08",NA,NA,NA,NA,NA
"GMB","ARIMAX/pr_0","(1,1,4)","0.00335586192976285","0.00127438941218965","1.25011824225751e-08","-0.00344182520876109","0.00318292434627677","0.566818637316962","0.0850993870557696","0.00949762353909906"
"GHA","ARIMA","(1,1,4)","0.00149878660164774","0.000850106934903088","0.00168869489548862",NA,NA,NA,NA,NA
"GHA","ARIMAX/tmax_0","(1,1,4)","0.00149498979203415","0.000861665642206796","0.00278400591014749","-0.000933468142691122","0.0302180047211039","0.913899596311743","0.0955777235401737","0.00351085896598713"
"GHA","ARIMAX/insol_24","(1,1,4)","0.00150925267941932","0.000909996351419955","0.00439961264505728","-0.000616536610688292","0.0352245442986241","0.953545570080855","-0.067978783764376","0.040675389340252"
"GIN","ARIMA","(2,1,1)","0.00133929943062493","0.000750395546683097","0.0298288189428906",NA,NA,NA,NA,NA
"GIN","ARIMAX/tdew_0","(2,1,1)","0.00133440031136205","0.000766460258098604","0.0331148185613266","-0.00144189423994866","0.0121105137805616","0.365942779000678","-0.0825711900943257","0.0116784854317151"
"GIN","ARIMAX/ah_0","(2,1,1)","0.00133294589658722","0.000769654197557213","0.0378363626186523","-0.00157872508763585","0.00388874771094067","0.352818542930095","-0.0830795385598532","0.0111713762025245"
"GNB","ARIMA","(1,1,2)","0.00234452608283313","0.00108289522636835","7.96473997866087e-13",NA,NA,NA,NA,NA
"GNB","ARIMAX/rh_6","(1,1,2)","0.00234651533627918","0.00109575116093211","8.12683254025615e-13","0.00233047977219306","0.0373783546203345","-","0.0869460078670706","0.00853913884462059"
"GNB","ARIMAX/tmax_3","(1,1,2)","0.0023430243273564","0.00109517935558969","4.28845847721959e-12","0.00187949183937959","0.0420590371210328","-","-0.127634462715821","0.000106354856124063"
"GNB","ARIMAX/tmin_3","(1,1,2)","0.00233903785844481","0.00110892164754471","1.70308211977499e-13","-0.00269324167978461","0.0073099962371531","-","-0.0699289742068678","0.0342349272594819"
"GNB","ARIMAX/tmin_5","(1,1,2)","0.0023438491850895","0.00111214929180219","1.11688436277291e-12","0.00233778799821717","0.0202671696141684","-","-0.0701490520755149","0.0338671564315923"
"GNB","ARIMAX/insol_12","(1,1,2)","0.00235433652449986","0.00110405613719539","2.42150743900993e-12","0.00092356648190286","0.0412981806957494","-","-0.125259098633589","0.000154234229974375"
"GNB","ARIMAX/tmoy_0","(1,1,2)","0.00233219200910714","0.00111063180446596","5.4678483962789e-13","-0.00398912149849663","0.00178240767109637","-","-0.113938342349464","0.000535174094253688"
"GNB","ARIMAX/tmoy_4","(1,1,2)","0.00234452864643384","0.00110468615267042","9.40247879555045e-13","-0.00256416602419771","0.0463726188133244","-","-0.112966590661998","0.000614141861467789"
"GNB","ARIMAX/tmoy_9","(1,1,2)","0.0023470738891344","0.00111177512610662","8.1912254756844e-13","0.00337067957914813","0.0089183154831606","-","-0.107461062499216","0.00116043446203048"
"KEN","ARIMA","(4,1,2)","0.000568709741828836","0.000299063108264386","0",NA,NA,NA,NA,NA
"KEN","ARIMAX/wspd_10","(4,1,2)","0.000568292354519054","0.000308422674345078","0","0.000547750957605274","0.0366598719244078","0.00827202382121702","0.122462829881691","0.000193380343832216"
"KEN","ARIMAX/wspd_11","(4,1,2)","0.000568432598061738","0.000309583378899178","0","0.000575336953982089","0.0280891962550349","0.00804366186019589","0.120119788301017","0.000258509349930563"
"KEN","ARIMAX/wspd_21","(4,1,2)","0.000571316081242693","0.000313819646894894","0","0.000591819354495619","0.0269297562085066","0.00793200459258091","0.09316306238771","0.00489015971730859"
"LSO","ARIMA","(0,1,0)","0.00755911028179949","0.00183622258014376","0.67274882248069",NA,NA,NA,NA,NA
"LSO","ARIMAX/tdew_12","(0,1,0)","0.00758626260357206","0.00187788545097449","0.70000465937346","0.00546419271392964","0.0360195170454427","0.304561644908519","0.107373383557642","0.0016243022506518"
"LSO","ARIMAX/tmax_2","(0,1,0)","0.00754423608981222","0.00187474479802677","0.637865040222043","-0.00730319910716757","0.0385718250953676","0.348928193540042","-0.0766221432801988","0.0238958630250291"
"LSO","ARIMAX/insol_14","(0,1,0)","0.0075851861880448","0.00189653757850199","0.660957795256829","0.00388761237050568","0.0102581142191862","0.335688379631948","-0.123902263010083","0.00027700187467175"
"LSO","ARIMAX/insol_15","(0,1,0)","0.00760155483373898","0.00188928933085673","0.71200692900359","-0.0029788352311647","0.0496145598128536","0.308574751047072","-0.124514834996313","0.00026032019475408"
"LSO","ARIMAX/ah_12","(0,1,0)","0.00758365302347121","0.00189230475314199","0.702418359043387","0.00606100694878641","0.0254980283185184","0.311271213794992","0.102624269074796","0.00260081782465807"
"LBR","ARIMA","(2,1,2)","0.00377118194086095","0.00140017140092176","2.09119388472345e-10",NA,NA,NA,NA,NA
"LBR","ARIMAX/wspd_8","(2,1,2)","0.00378684116726875","0.00135941157062874","2.59786747669466e-10","0.00211283752400336","0.0283990254227801","0.423140604977278","0.0959535579432712","0.00357765036117152"
"LBR","ARIMAX/wspd_11","(2,1,2)","0.00378704440137493","0.00139675311514978","7.73867303571762e-10","-0.00267784156477526","0.00571114305602894","0.521678477217069","0.0879120622665109","0.00772907504881029"
"LBR","ARIMAX/tdew_12","(4,1,2)","0.00377892067934256","0.00138612374853557","1.28178712088811e-09","0.00649871069457054","0.00113811669341966","0.4696271074114","-0.101523442915104","0.00209507354345674"
"LBR","ARIMAX/tdew_21","(2,1,2)","0.00379895029323208","0.00146258216645184","9.24563869908468e-10","-0.00507229579271676","0.0113646358863973","0.403991526898931","-0.0980897162191412","0.00310473698292781"
"LBR","ARIMAX/tmin_1","(2,1,2)","0.00377159241485661","0.00135233663559812","1.24657839606357e-10","-0.0033952712222515","0.0182681573269116","0.508554452221473","-0.123932886983355","0.000155045678657365"
"LBR","ARIMAX/tmin_3","(2,1,2)","0.00377708881949816","0.00134847759833025","5.46236389453725e-11","0.00319310268361548","0.0282934352376004","0.507878142522287","-0.125824534653716","0.000124603480179155"
"LBR","ARIMAX/tmin_11","(2,1,2)","0.00379045511444234","0.00138006142182106","1.0484813017797e-10","0.00356911938889561","0.0141450910366932","0.338280052093486","-0.12190447157273","0.000215357056313735"
"LBR","ARIMAX/tmin_21","(2,1,2)","0.00381397701305364","0.00138695556921968","2.65565569534942e-10","-0.00311736681280101","0.0331151193490016","0.369978360688792","-0.114043625355102","0.000579388536303879"
"LBR","ARIMAX/insol_1","(2,1,2)","0.00377263327674335","0.00134481199478795","2.17138529379213e-10","0.00168303922525716","0.024830744301769","0.51376110262474","0.0749925029740515","0.022406372583737"
"LBR","ARIMAX/insol_23","(4,1,2)","0.0038047150076376","0.00139537344129214","8.34161406615408e-10","-0.002144907528565","0.00523770013458896","0.363551667228571","0.0941343582731775","0.00459339347075313"
"LBR","ARIMAX/ah_12","(2,1,2)","0.00377885872998631","0.00145019906976385","7.82222620010486e-10","0.00526465874826761","0.00617021601281297","0.382681808195666","-0.10521188358844","0.00142866956342723"
"LBR","ARIMAX/ah_21","(2,1,2)","0.00379760674626188","0.00146644196848884","1.04078423657228e-09","-0.00507507001517476","0.00791824617579971","0.400590987778453","-0.10122678158088","0.00227148444714443"
"LBY","ARIMA","(5,1,3)","0.000718988203619533","0.000386089939944434","0",NA,NA,NA,NA,NA
"LBY","ARIMAX/ah_9","(5,1,3)","0.000717582106505593","0.000403421989850318","0","-0.000314889188786346","0.023888638696465","0.501801897514126","-0.0654584313911524","0.0481310090085857"
"MDG","ARIMA","(3,1,5)","0.002536389817385","0.00102253837229543","0",NA,NA,NA,NA,NA
"MDG","ARIMAX/wspd_7","(3,1,5)","0.00253715344805116","0.00107675515558018","0","0.0013049356970809","0.0122187118139645","0.678865098494229","0.0995144862170449","0.0025400544074449"
"MDG","ARIMAX/wspd_13","(3,1,5)","0.00254554616471068","0.0010736778089128","0","0.00127785505736905","0.012985830202391","0.613762472662955","0.0874983327507721","0.00819714398286238"
"MDG","ARIMAX/tmax_10","(3,1,5)","0.00254391176084302","0.00106651596983489","0","-0.00172799242493449","0.0373383898209635","0.67830331388018","-0.105229964758294","0.00143458682274508"
"MDG","ARIMAX/tmax_12","(3,1,5)","0.00254188102694838","0.00107457727074511","0","-0.00231465619016865","0.00546763404570483","0.678735156919223","-0.104557701690111","0.00155803580589178"
"MDG","ARIMAX/tmax_26","(3,1,5)","0.0025658413966387","0.00107363014384635","0","-0.00179818948664699","0.0298433909741066","0.68069801325654","-0.0949368728038295","0.00438568669101785"
"MDG","ARIMAX/insol_23","(3,1,5)","0.00256240995218267","0.00106058648268397","0","0.0012188955457796","0.0444557339410535","0.769591967268791","-0.0666684144641311","0.0453143922411239"
"MDG","ARIMAX/insol_28","(3,1,5)","0.0025661703291869","0.00108243078985373","0","-0.00148224669366589","0.0110011443162018","0.666370995691926","-0.06571508265388","0.0491202293525202"
"MDG","ARIMAX/tmoy_12","(3,1,5)","0.00254315627157641","0.00107597578871821","0","-0.00305375837934726","0.0086747245318544","0.649696578812776","-0.0875763575273205","0.00810507912160757"
"MWI","ARIMA","(2,1,5)","0.000848384757088225","0.000389199771048099","0",NA,NA,NA,NA,NA
"MWI","ARIMAX/pr_0","(2,1,5)","0.000844581466261715","0.000397462106549686","0","-0.000715008055660397","0.00445608214111416","0.507237317601769","0.104142540485015","0.00163668030683745"
"MWI","ARIMAX/pr_2","(2,1,5)","0.000845087714609809","0.000396416070706534","0","0.000730261760999059","0.00337795021847494","0.562812938784403","0.104967904894265","0.00151970257278109"
"MWI","ARIMAX/rh_0","(2,1,5)","0.000845787239915447","0.000400770049946437","0","-0.00053171725947219","0.0238416025869997","0.603517034253127","0.087070373265887","0.00851693187481572"
"MWI","ARIMAX/tmax_24","(1,1,2)","0.000925231552111609","0.000409143060876356","0","0.000785226047557499","0.0179213986802037","0.810083969181401","-0.130163363753143","0.000100294990807592"
"MWI","ARIMAX/insol_1","(1,1,2)","0.000913648750116102","0.000401055843108026","0","0.00036552300113904","0.0209123165799059","0.902752998427592","-0.102980840993331","0.00185662178559665"
"MWI","ARIMAX/insol_10","(2,1,4)","0.000853043940192108","0.000401448034382452","0","0.000281658851459037","0.0420424067288791","0.528583781007911","-0.111664333113964","0.000780804653315674"
"MWI","ARIMAX/insol_11","(1,1,2)","0.000919267220804339","0.000402235352171997","0","-0.000328940072619144","0.0404134006757158","0.93854880600339","-0.114516356403946","0.000573255362028366"
"MWI","ARIMAX/insol_20","(1,1,0)","0.000930317936674763","0.000445286031622563","0","0.000544024262202423","0.000202525966645737","0.849468038670154","-0.128907888046616","0.000113048539161082"
"MWI","ARIMAX/tmoy_5","(1,1,2)","0.000914211570527462","0.000409271284678653","0","-0.00125708261483307","0.00398792149244697","0.800904515529862","-0.075621645580928","0.0227518519871663"
"MWI","ARIMAX/tmoy_9","(2,1,5)","0.000850125831115215","0.000403773635837535","0","0.000826358460669254","0.0275398991707063","0.615707899506611","-0.0826368244452408","0.0129900075358758"
"MWI","ARIMAX/tmoy_26","(1,1,4)","0.000895584950923511","0.00041024415540906","0","-0.000907301128106536","0.0264394155472442","0.825067257096796","-0.0973384833929801","0.00372981585573707"
"MLI","ARIMA","(3,1,1)","0.00143128484476038","0.000498877351816316","6.75043509978934e-09",NA,NA,NA,NA,NA
"MLI","ARIMAX/rh_24","(3,1,0)","0.00145097233713888","0.000522834062486678","3.91071841576718e-09","-0.000839095281335696","0.0419243826274266","0.591340550717","-0.126838014206763","0.000140799479551348"
"MLI","ARIMAX/tmin_15","(3,1,0)","0.00144415580378642","0.000524546073991014","4.83931239525504e-09","0.00149313398510405","0.0242092590799164","0.567128335995253","0.0843115912780949","0.0111686453407974"
"MRT","ARIMA","(2,1,0)","0.000589726543062604","0.000278930303714478","0",NA,NA,NA,NA,NA
"MRT","ARIMAX/rh_19","(1,1,0)","0.00059439034552295","0.000292259440163438","0","-0.000304750198041155","0.0360740524367905","0.538304981782069","-0.0992559635887153","0.00269301309781513"
"MUS","ARIMA","(1,1,2)","0.00488565284952096","0.00134922849096685","0.014146663164175",NA,NA,NA,NA,NA
"MAR","ARIMA","(1,1,4)","0.000504527996932157","0.000246735543715667","0",NA,NA,NA,NA,NA
"MAR","ARIMAX/rh_8","(4,1,5)","0.000463589522729021","0.000242896720355033","0","0.000202796998909504","0.0393580525926125","0.208242445983924","-0.112635306649019","0.000559518387445214"
"MOZ","ARIMA","(1,1,0)","0.00109494959784807","0.000436642652220074","0",NA,NA,NA,NA,NA
"MOZ","ARIMAX/pr_26","(1,1,0)","0.00110727001352588","0.000450729294164278","0","-0.000845644944494788","0.0292312562616971","0.504422824908164","0.0678002501217586","0.0423443919086871"
"MOZ","ARIMAX/pr_27","(1,1,0)","0.00110757460118237","0.000452255431254649","0","0.000888122535275913","0.0220697217579296","0.493506121932929","0.0706163953557189","0.0345608221487159"
"MOZ","ARIMAX/pr_28","(1,1,0)","0.00110890125561799","0.000449722488406893","0","-0.000785140134539299","0.0432572878503033","0.504397676693019","0.0734640269777771","0.0279712804779903"
