"Dates","cc","pr","tdew","tmin","tmoy","tmax","wspd","wspd10","rh","ah","insol","ps"
2020-03-29,10,0,13.52,22.292,30.188,38.85,2.29,3.12,40.512,12.418711565287,25.236,100.64
2020-04-05,85,0.01,16.5985714285714,25.2728571428571,32.9971428571429,42.1128571428571,2.23,2.98857142857143,43.4214285714286,15.477189471643,25.3471428571429,100.512857142857
2020-04-12,232,0.24,16.6942857142857,23.7771428571429,31.2714285714286,40.3757142857143,3.23142857142857,4.29571428571429,49.0442857142857,15.876865625593,25.0985714285714,100.637142857143
2020-04-19,301,0.19,15.5142857142857,25.5857142857143,32.1571428571429,39.2557142857143,2.94285714285714,3.93,39.4371428571429,13.4810553984689,22.3214285714286,100.667142857143
2020-04-26,357,1.39,14.5728571428571,24.4871428571429,31.5757142857143,39.6314285714286,2.26857142857143,3.02428571428571,39.8928571428571,13.1787474435759,21.8057142857143,100.695714285714
2020-05-03,1327,0.35,17.77,25.7871428571429,32.4014285714286,40.7714285714286,3.18571428571429,4.24,46.5528571428571,16.0672834943234,23.75,100.791428571429
2020-05-10,3826,0.02,17.0228571428571,24.5971428571429,30.8442857142857,38.9928571428571,3.78285714285714,5.03,48.8042857142857,15.471050133641,23.3614285714286,100.657142857143
2020-05-17,6202,4.57,18.54,25.3414285714286,31.2357142857143,38.5214285714286,2.78285714285714,3.72,50.76,16.3965529426363,23.0285714285714,100.77
2020-05-24,7610,0.53,16.8957142857143,24.5614285714286,31.1757142857143,39.3757142857143,3.23714285714286,4.32857142857143,47.2328571428571,15.252320773424,24.2257142857143,100.881428571429
2020-05-31,8514,1.57,18.6685714285714,25.6342857142857,31.12,37.8842857142857,2.71,3.62714285714286,51.1085714285714,16.4638641578121,20.0642857142857,100.798571428571
2020-06-07,9460,5.44,19.2171428571429,26.2328571428571,31.2414285714286,37.64,2.49714285714286,3.39428571428571,52.5728571428571,16.9281357498128,21.3142857142857,100.891428571429
2020-06-14,9936,57.3,23.6257142857143,25.2685714285714,28.17,31.6671428571429,1.84,2.56285714285714,77.6714285714286,21.323890124745,17.0871428571429,100.911428571429
2020-06-21,10591,38.2,24.03,25.5971428571429,28.7828571428571,32.6442857142857,2.13,2.98285714285714,76.9471428571429,21.8419731948261,20.2471428571429,100.95
2020-06-28,11066,61.46,24.7,25.2228571428571,27.65,30.6157142857143,1.76142857142857,2.50857142857143,84.75,22.6059559151937,15.7714285714286,100.754285714286
2020-07-05,11911,59.02,24.6028571428571,24.88,27.0171428571429,29.8942857142857,2.28571428571429,3.22428571428571,87.1428571428571,22.4586110667902,16.07,100.731428571429
2020-07-12,12686,79.62,24.0628571428571,24.43,26.7285714285714,29.7085714285714,2.65857142857143,3.77,85.9171428571429,21.7960020039868,14.7928571428571,100.775714285714
2020-07-19,13253,205.29,24.0742857142857,24.1214285714286,25.9357142857143,28.5457142857143,2.94571428571429,4.17571428571429,89.84,21.791909957034,14.0171428571429,100.851428571429
2020-07-26,13673,149.89,24.2685714285714,24.1214285714286,26.1714285714286,29.12,2.33571428571429,3.32714285714286,89.5728571428571,22.0243516515333,15.3271428571429,100.742857142857
2020-08-02,13786,204.06,24.3371428571429,24.2857142857143,25.8514285714286,28.2828571428571,2.81857142857143,4.02857142857143,91.5,22.0970760124622,11.5357142857143,100.884285714286
2020-08-09,14162,142.56,24.36,24.2285714285714,25.9528571428571,28.6157142857143,2.87142857142857,4.10857142857143,91.1157142857143,22.1305852353732,14.66,101.01
2020-08-16,14638,195.86,24.7071428571429,24.36,26.0714285714286,28.43,2.64,3.80285714285714,92.2771428571429,22.5659342729797,14.5914285714286,100.761428571429
2020-08-23,14947,120.76,24.62,24.34,26.3571428571429,29.01,2.48142857142857,3.56857142857143,90.3757142857143,22.4581217172311,17.1971428571429,100.65
2020-08-30,15323,147.56,24.1628571428571,23.9814285714286,25.76,28.04,2.31571428571429,3.34714285714286,91.0828571428571,21.8844887677353,14.6971428571429,100.751428571429
2020-09-06,15555,277.84,24.08,24.0028571428571,25.37,27.4214285714286,2.99428571428571,4.32,92.5871428571429,21.768060207734,12.8442857142857,100.751428571429
2020-09-13,15835,76.84,24.49,24.0357142857143,26.0442857142857,28.5871428571429,2.35142857142857,3.44571428571429,91.33,22.2986255052942,18.2614285714286,100.744285714286
2020-09-20,16009,55.09,24.8028571428571,24.3771428571429,26.4228571428571,29.0657142857143,1.88285714285714,2.77,91.0357142857143,22.696197460636,18.7457142857143,100.814285714286
2020-09-27,16247,57.24,24.6,24.1085714285714,26.5171428571429,29.5071428571429,1.62571428571429,2.42857142857143,89.5542857142857,22.4420853042896,18.8371428571429,100.864285714286
2020-10-04,16382,86.06,24.5071428571429,24.1071428571429,26.7542857142857,29.6971428571429,1.46857142857143,2.18571428571429,87.8857142857143,22.307804967359,20.5957142857143,100.702857142857
2020-10-11,16695,70.94,24.4671428571429,24.3414285714286,26.9057142857143,29.83,1.35,2.07428571428571,86.9185714285714,22.254976787494,20.2114285714286,100.887142857143
2020-10-18,16723,289.81,24.5414285714286,24.5085714285714,27.2228571428571,30.2014285714286,1.11714285714286,1.70857142857143,85.7514285714286,22.349696711906,18.7042857142857,100.792857142857
2020-10-25,16821,7.37,24.5485714285714,24.4014285714286,27.4814285714286,30.7914285714286,1.25285714285714,1.92857142857143,84.6071428571429,22.3646373852993,20.5185714285714,100.812857142857
2020-11-01,16841,0.04,21.9285714285714,22.0471428571429,26.8971428571429,31.7757142857143,1.22,1.87857142857143,75.4557142857143,19.3462354496822,21.7785714285714,100.704285714286
2020-11-08,16896,3.84,23.9442857142857,24.1657142857143,27.66,31.6828571428571,1.54571428571429,2.32,81.1871428571429,21.6547975056147,19.6814285714286,100.8
2020-11-15,16933,0,20.6142857142857,20.2271428571429,25.2785714285714,31.1142857142857,1.79428571428571,2.71142857142857,77.0357142857143,18.1180156820345,22.0628571428571,100.845714285714
2020-11-22,16943,0,20.8642857142857,19.9985714285714,25.26,30.7528571428571,1.58857142857143,2.39714285714286,77.9385714285714,18.2104862508549,20.9342857142857,100.724285714286
2020-11-29,16954,0,17.9014285714286,17.53,22.5428571428571,28.4942857142857,1.92571428571429,2.95428571428571,76.34,15.3473105904034,19.6257142857143,100.844285714286
2020-12-06,17087,0,19.7657142857143,19.2485714285714,24.23,29.9814285714286,1.77142857142857,2.72428571428571,77.3942857142857,17.0640916947077,20.35,100.894285714286
2020-12-13,17108,0,19.3471428571429,18.79,24.4057142857143,31.0157142857143,1.97857142857143,3.05571428571429,75.0428571428571,16.7107445517945,20.9871428571429,100.878571428571
2020-12-20,17126,0,17.8314285714286,18.1671428571429,24.02,31.0171428571429,2.06428571428571,3.12857142857143,70.4542857142857,15.3534215569467,19.2542857142857,100.781428571429
2020-12-27,17129,0,16.8885714285714,17.9014285714286,23.7228571428571,31.0814285714286,2.08,3.20142857142857,67.6971428571429,14.5125711007677,18.7342857142857,100.722857142857
2021-01-03,17162,0,17.8757142857143,18.6185714285714,24.8085714285714,32.2971428571429,1.84285714285714,2.85857142857143,67.8842857142857,15.4742611702263,21.1971428571429,100.682857142857
2021-01-10,17208,0,16.9014285714286,18.1257142857143,24.5728571428571,32.4128571428571,2.32285714285714,3.49714285714286,65.1628571428571,14.6893737721532,21.1685714285714,100.735714285714
2021-01-17,17377,0,12.7828571428571,16.4428571428571,23.0971428571429,32.5242857142857,2.95857142857143,4.38571428571429,55.3657142857143,11.450505450382,19.6442857142857,100.755714285714
2021-01-24,17591,0,11.6771428571429,15.9728571428571,23.1942857142857,32.62,2.22857142857143,3.48142857142857,51.7214285714286,10.7444517473969,20.7228571428571,100.76
2021-01-31,17826,0,12.4257142857143,16.5442857142857,24.7971428571429,34.7085714285714,1.61,2.51571428571429,50.3585714285714,11.4588772293766,21,100.715714285714
2021-02-07,18896,0,14.2,18.8514285714286,24.5042857142857,31.9728571428571,2.37285714285714,3.47142857142857,57.0971428571429,12.8695677963654,21.3,100.804285714286
2021-02-14,19942,0,13.66,18.6028571428571,26.2042857142857,35.8514285714286,2.07285714285714,3.14142857142857,50.2242857142857,12.4072052188395,22.02,100.578571428571
2021-02-21,21168,0,16.0542857142857,20.9685714285714,27.1114285714286,34.4728571428571,1.98428571428571,2.91571428571429,55.4557142857143,14.3751281750356,17.9314285714286,100.725714285714
2021-02-28,22407,0,11.3771428571429,18.4585714285714,26.4085714285714,35.8457142857143,2.30571428571429,3.41428571428571,45.1171428571429,11.3365912077849,22.1157142857143,100.65
2021-03-07,23043,0,14.6242857142857,20.3928571428571,27.75,36.5442857142857,2.13857142857143,3.08714285714286,50.4271428571429,13.6181788822421,22.9585714285714,100.554285714286
2021-03-14,23619,0,12.2985714285714,20.4071428571429,28.2285714285714,37.5114285714286,2.58714285714286,3.7,42.1271428571429,11.6385552490243,23.2742857142857,100.548571428571
2021-03-21,24584,0,14.5485714285714,19.4971428571429,27.2685714285714,36.1942857142857,2.28,3.20285714285714,52.3042857142857,13.6670143191677,25.1257142857143,100.58
2021-03-28,25231,0.51,15.95,21.3485714285714,29.12,38.1957142857143,2.02285714285714,2.81428571428571,50.9471428571429,14.775967106514,24.8885714285714,100.6
2021-04-04,25576,0,16.7342857142857,22.2028571428571,29.2214285714286,37.7342857142857,2.44285714285714,3.33571428571429,51.5614285714286,14.9934989393873,23.0257142857143,100.561428571429
2021-04-11,25684,0,17.3514285714286,22.7271428571429,30.0542857142857,38.8985714285714,2.75857142857143,3.72285714285714,52.26,15.9021238597896,24.6828571428571,100.522857142857
2021-04-18,25905,0,17.6014285714286,23.4685714285714,30.1671428571429,38.5185714285714,3.04,4.08142857142857,52.0628571428571,15.9417562648704,24.1314285714286,100.59
2021-04-25,26031,0,15.5671428571429,23.1428571428571,30.2314285714286,38.54,2.50571428571429,3.39142857142857,46.07,14.1729834661683,25.2528571428571,100.59
2021-05-02,26127,0,15.5128571428571,23.2485714285714,30.3585714285714,38.7742857142857,2.54857142857143,3.46571428571429,44.7957142857143,13.8590041872558,24.6071428571429,100.501428571429
2021-05-09,26168,0,15.0814285714286,22.6,29.2928571428571,37.6642857142857,2.72285714285714,3.69,46.6157142857143,13.6356841461354,21.6757142857143,100.714285714286
2021-05-16,26203,2.81,18.0271428571429,24.2628571428571,30.9157142857143,38.6885714285714,2.59857142857143,3.51428571428571,50.6528571428571,16.1831158666656,23.1557142857143,100.685714285714
