"Dates","cc","pr","tdew","tmin","tmoy","tmax","wspd","wspd10","rh","ah","insol","ps"
2020-03-15,2,0,-6.15,15,22.71,31.32,2.335,3.435,14.905,2.99353064036683,25.745,96.275
2020-03-22,11,0,1.04857142857143,13.1685714285714,19.5228571428571,27.4142857142857,3.48142857142857,4.76857142857143,31.33,5.25626241809193,24.88,96.3714285714286
2020-03-29,22,24.37,2.95428571428571,12.3471428571429,19.6914285714286,27.4228571428571,2.95142857142857,4.11571428571429,35.9085714285714,6.09108548843489,25.83,96.3057142857143
2020-04-05,41,0,2.42,17.7371428571429,25.7042857142857,34.5871428571429,2.51142857142857,3.56428571428571,23.6685714285714,5.65545677599077,26.3457142857143,96.2585714285714
2020-04-12,46,0,3.08428571428571,18.5257142857143,26.45,35.1714285714286,3.69142857142857,5.09571428571429,24.2342857142857,6.04100545216046,26.8242857142857,96.3742857142857
2020-04-19,49,0.23,5.15857142857143,18.9785714285714,25.8957142857143,32.6957142857143,3.31428571428571,4.45,28.9014285714286,6.98176877712646,22.8357142857143,96.2985714285714
2020-04-26,49,0,0.807142857142857,16.34,24.0571428571429,32.5485714285714,3.67142857142857,4.92285714285714,23.42,5.06563016492205,27.9328571428571,96.2957142857143
2020-05-03,54,0,3.23714285714286,20.6885714285714,28.5071428571429,36.73,2.73,3.71428571428571,22.6428571428571,6.30159553982094,27.2614285714286,96.5185714285714
2020-05-10,56,0.07,0.177142857142857,22.7114285714286,30.78,38.9342857142857,3.20142857142857,4.38142857142857,14.9457142857143,4.70222328375972,27.57,96.1857142857143
2020-05-17,183,0,3.43142857142857,19.3714285714286,26.6585714285714,34.6328571428571,3.94714285714286,5.14571428571429,23.4557142857143,5.92039413098299,28.4128571428571,96.3857142857143
2020-05-24,1190,0,0.352857142857143,22.9771428571429,31.0257142857143,39.1457142857143,2.72714285714286,3.80857142857143,14.8214285714286,4.74925666821284,29.0557142857143,96.3628571428571
2020-05-31,2604,0,3.02142857142857,25.61,32.6728571428571,39.8657142857143,2.52857142857143,3.48285714285714,16.3485714285714,5.72602502132419,26.2614285714286,96.2
2020-06-07,5664,0.23,9.41428571428571,27.1514285714286,32.8742857142857,38.8171428571429,4.23571428571429,5.48714285714286,24.6871428571429,8.75424303605214,21.81,96.3571428571429
2020-06-14,10025,4.39,11.5371428571429,26.3642857142857,32.73,39.24,5.68285714285714,7.27142857142857,29.1328571428571,10.1990514865265,23.9228571428571,96.42
2020-06-21,17009,0,7.38285714285714,26.9442857142857,34.0514285714286,41.3614285714286,5.92714285714286,7.63142857142857,20.3671428571429,7.64815613632009,25.2028571428571,96.3985714285714
2020-06-28,25752,0,3.53285714285714,27.01,34.8,42.9157142857143,4.47142857142857,5.87142857142857,15.2771428571429,5.9886190341884,27.0428571428571,96.0285714285714
2020-07-05,32089,0,5.28714285714286,28.07,35.8442857142857,43.7957142857143,3.11428571428571,4.17571428571429,16.9471428571429,6.98011862918458,27.44,95.9285714285714
2020-07-12,36018,3.92,7.80142857142857,27.6628571428571,34.7414285714286,42.1528571428571,4.00285714285714,5.21714285714286,22.7771428571429,8.77891414948914,26.7171428571429,95.9614285714286
2020-07-19,39583,0.49,9.19714285714286,27.7042857142857,34.5528571428571,41.4028571428571,2.92571428571429,3.88285714285714,22.6242857142857,8.74603037354875,24.1057142857143,95.9685714285714
2020-07-26,42440,0,9.68428571428571,28.6057142857143,35.71,42.9242857142857,3.26428571428571,4.27571428571429,22.8228571428571,9.35840708490358,25.8057142857143,95.8657142857143
2020-08-02,43977,0.66,13.5314285714286,27.7614285714286,34.0242857142857,40.5585714285714,4.03571428571429,5.14142857142857,32.6085714285714,12.1257086904693,26.2714285714286,96.0928571428571
2020-08-09,45219,0.73,12.2771428571429,26.6742857142857,33.8628571428571,41.1257142857143,4.60571428571429,5.84428571428571,29.5728571428571,11.0577507170495,26.37,96.06
2020-08-16,46498,6.39,13.0971428571429,28.6142857142857,34.98,41.4785714285714,2.92,3.81428571428571,29.3842857142857,11.5083268937755,25.7857142857143,95.9685714285714
2020-08-23,47912,0,11.3628571428571,28.8057142857143,35.1971428571429,42.29,3.62571428571429,4.64714285714286,26.8571428571429,10.6375934137614,26.1442857142857,95.8571428571429
2020-08-30,48898,1.07,12.0457142857143,26.9328571428571,33.4814285714286,40.4585714285714,3.90142857142857,4.99857142857143,30.7242857142857,11.2158486513621,24.9542857142857,95.8557142857143
2020-09-06,49720,20.11,13.6571428571429,26.1071428571429,32.2842857142857,38.4071428571429,3.04714285714286,3.92428571428571,35.6957142857143,12.1571586677095,23.0414285714286,96.1
2020-09-13,50559,0.85,12.3585714285714,25.9,32.81,39.8214285714286,2.64571428571429,3.56714285714286,32.0885714285714,11.2249448303205,23.7685714285714,96.1842857142857
2020-09-20,51386,4.12,12.2557142857143,25.9871428571429,32.5271428571429,39.6142857142857,3.05571428571429,4.03285714285714,33.4128571428571,11.3401090493847,23.9385714285714,96.2642857142857
2020-09-27,52028,1.65,10.8057142857143,26.1185714285714,32.3857142857143,39.0828571428571,3.17285714285714,4.23714285714286,29.1242857142857,10.0254717319151,22.7514285714286,96.2885714285714
2020-10-04,52517,3.96,7.62714285714286,22.6014285714286,29.3557142857143,37.0071428571429,3.63857142857143,4.78571428571429,27.4828571428571,7.9490764018281,22.8342857142857,96.1871428571429
2020-10-11,52775,1.22,9.06,23.6257142857143,29.5471428571429,36.1057142857143,3.85142857142857,5.06142857142857,30.8571428571429,9.11941760938668,20.9371428571429,96.4728571428572
2020-10-18,53094,598.32,14.7,21.7385714285714,27.1328571428571,33.52,2.46714285714286,3.50714285714286,49.5871428571429,12.7635974191555,20.2,96.4714285714286
2020-10-25,53532,0,10.28,19.4471428571429,25.7514285714286,33.0357142857143,2.43571428571429,3.53428571428571,39.4285714285714,9.45910824697123,21.8514285714286,96.5485714285714
2020-11-01,53852,0,7.93285714285714,17.9757142857143,23.3114285714286,31.0042857142857,2.89714285714286,4.20857142857143,38.92,8.16219292819401,20.4457142857143,96.5471428571429
2020-11-08,54387,0,10.9571428571429,18.6,23.5871428571429,30.1,2.26714285714286,3.27714285714286,47.0985714285714,10.1004861402552,18.9214285714286,96.5314285714286
2020-11-15,55298,0,6.02428571428571,16.6642857142857,22.43,29.8971428571429,2.30142857142857,3.44,36.0271428571429,7.16933060624363,19.11,96.7528571428571
2020-11-22,56316,0,5.06285714285714,14.3442857142857,19.0657142857143,25.7357142857143,3.75142857142857,5.25428571428571,41,6.68923118120431,17.7371428571429,96.7028571428571
2020-11-29,58323,0,3.34428571428571,11.6142857142857,16.6171428571429,22.8857142857143,2.90142857142857,4.09571428571429,43.4471428571429,6.11338965647384,16.8185714285714,96.6228571428571
2020-12-06,63235,0.52,8.40428571428571,14.42,19.1814285714286,25.18,2.47,3.42714285714286,51,8.40493357677884,15.5485714285714,96.5371428571429
2020-12-13,72180,0,-1.32285714285714,7.92571428571429,13.8628571428571,22.09,3.14857142857143,4.62285714285714,37.0985714285714,4.44448382069071,18.8485714285714,96.7842857142857
2020-12-20,82742,0,2.22714285714286,9.96142857142857,15.7528571428571,23.8614285714286,3.09142857142857,4.48142857142857,41.7228571428571,5.60892768431341,17.2457142857143,96.6028571428571
2020-12-27,91796,0,3.03571428571429,10.5914285714286,16.0842857142857,23.3628571428571,3.02571428571429,4.31857142857143,43,5.90283700993131,16.1385714285714,96.6028571428571
