"Dates","cc","pr","tdew","tmin","tmoy","tmax","wspd","wspd10","rh","ah","insol","ps"
2020-03-22,2,4.98,19.415,21.39,25.255,29.1,1.335,1.755,71.155,16.600619057387,22.375,89.37
2020-03-29,132,67.88,19.5514285714286,20.5814285714286,23.5214285714286,26.6671428571429,1.48571428571429,2.03857142857143,79.0971428571429,16.73935830017,20.9514285714286,89.4471428571429
2020-04-05,314,9.4,19.2885714285714,21.0114285714286,25.2485714285714,29.5357142857143,1.79857142857143,2.43571428571429,70.8128571428571,16.5317442152632,23.56,89.4142857142857
2020-04-12,370,17.29,19.5828571428571,20.6742857142857,24.3285714285714,28.3928571428571,2.08857142857143,2.83142857142857,76.1614285714286,16.8663741178886,21.8257142857143,89.4442857142857
2020-04-19,385,45.88,19.2428571428571,20.5785714285714,23.3885714285714,26.6457142857143,1.68285714285714,2.29,78.4185714285714,16.4437163050803,19.2371428571429,89.4928571428571
2020-04-26,483,43.16,19.1842857142857,20.2671428571429,23.1,26.2128571428571,1.47571428571429,2.04,79.2771428571429,16.3805811848979,17.6671428571429,89.5471428571429
2020-05-03,584,73.79,19.1928571428571,19.1828571428571,22.0871428571429,25.8414285714286,2.00142857142857,2.74714285714286,84.2671428571429,16.4296941825859,19.05,89.6771428571429
2020-05-10,734,42.93,19.4457142857143,19.69,22.2571428571429,25.0285714285714,1.71285714285714,2.37571428571429,84.6128571428572,16.6430788964521,20.1857142857143,89.5571428571428
2020-05-17,1206,29.71,19.3714285714286,19.4571428571429,22.6842857142857,26.4371428571429,1.61,2.20714285714286,82.3928571428571,16.6189556683343,21.1414285714286,89.6371428571429
2020-05-24,1503,17.7,18.8071428571429,18.6557142857143,21.97,25.7714285714286,2.09,2.88,82.9385714285714,16.059962792969,18.03,89.7357142857143
2020-05-31,2232,5.78,19.1671428571429,18.8285714285714,22.3114285714286,26.2,2.02285714285714,2.80428571428571,83.2342857142857,16.4400858541219,20.8985714285714,89.6257142857143
2020-06-07,3741,12.21,18.3728571428571,18.5771428571429,21.8271428571429,26.1685714285714,2.72571428571429,3.70857142857143,81.6342857142857,15.6802360698452,20.1171428571429,89.6885714285714
2020-06-14,4723,27.7,18.5814285714286,18.5728571428571,21.79,25.7614285714286,1.98714285714286,2.73,82.8314285714286,15.8732863200459,18.0128571428571,89.6157142857143
2020-06-21,5190,15.43,17.53,17.5557142857143,21.1957142857143,25.7614285714286,2.72428571428571,3.69714285714286,80.5985714285714,14.9231558316177,17.0471428571429,89.73
2020-06-28,5737,18.1,17.7985714285714,18.5685714285714,22.0671428571429,26.3285714285714,1.97571428571429,2.76857142857143,77.6442857142857,15.12297822555,18.0057142857143,89.5842857142857
2020-07-05,6331,7.72,17.38,17.9828571428571,21.5942857142857,26.03,2.67142857142857,3.69857142857143,77.8028571428571,14.7521069157122,18.0785714285714,89.5542857142857
2020-07-12,6945,29.32,17.4971428571429,17.8714285714286,21.3628571428571,25.6957142857143,2.15428571428571,2.99428571428571,79.59,14.8876197011536,13.5542857142857,89.5571428571428
2020-07-19,7346,31.31,16.5514285714286,17.3814285714286,20.5671428571429,25.0357142857143,2.82428571428571,3.87714285714286,78.8042857142857,14.1072747844418,15.1257142857143,89.6014285714286
2020-07-26,7602,4.79,16.6442857142857,16.9842857142857,20.9914285714286,26.0614285714286,2.48142857142857,3.39285714285714,77.5528571428571,14.19895797024,15.1828571428571,89.5414285714286
2020-08-02,8062,8.78,16.89,17.3285714285714,21.75,27.0485714285714,2.36285714285714,3.28428571428571,75.5614285714286,14.4534394465009,17.8328571428571,89.6371428571429
2020-08-09,8638,12.94,17.0328571428571,18.4485714285714,22.1357142857143,26.8971428571429,1.94,2.65428571428571,74.2842857142857,14.5286782497552,17.4128571428571,89.7157142857143
