"Dates","cc","pr","tdew","tmin","tmoy","tmax","wspd","wspd10","rh","ah","insol","ps"
2020-03-15,1,16.19,23.65,23.78,25.76,29.69,1.04,1.79,88.75,21.326390788508,13.94,97.64
2020-03-22,30,137.18,23.7028571428571,23.5457142857143,25.7085714285714,28.7042857142857,0.821428571428571,1.39714285714286,89.33,21.3912401673004,15.1442857142857,97.6928571428571
2020-03-29,75,24.42,23.1528571428571,22.8628571428571,25.2342857142857,28.6157142857143,0.971428571428571,1.59428571428571,88.7957142857143,20.7236665896597,16.85,97.7228571428571
2020-04-05,102,18.2,23.8685714285714,23.6828571428571,25.9671428571429,29.0771428571429,0.961428571428571,1.59285714285714,88.92,21.596431893392,18.0414285714286,97.6571428571429
2020-04-12,125,37.63,23.4557142857143,23.4842857142857,25.71,28.9671428571429,0.9,1.51428571428571,88.0357142857143,21.0901094841745,14.8142857142857,97.7628571428571
2020-04-19,401,15.75,23.6085714285714,23.5657142857143,25.8028571428571,29,0.885714285714286,1.5,88.3757142857143,21.286453024057,16.8571428571429,97.7242857142857
2020-04-26,1060,56.16,23.0257142857143,22.7357142857143,24.9057142857143,27.8285714285714,0.945714285714286,1.63428571428571,89.7857142857143,20.5746313653727,16.2542857142857,97.7657142857143
2020-05-03,2148,16.34,23.7914285714286,23.6028571428571,25.8171428571429,29.0385714285714,0.742857142857143,1.24714285714286,89.1857142857143,21.5050876804806,17.7871428571429,97.8985714285714
2020-05-10,2825,99.79,23.5428571428571,23.68,25.5585714285714,28.2714285714286,0.712857142857143,1.20142857142857,89.0342857142857,21.1485119735588,14.3171428571429,97.7771428571429
2020-05-17,3765,16.26,23.3585714285714,23.2942857142857,25.3457142857143,28.2157142857143,0.802857142857143,1.35571428571429,89.18,20.9446802216484,16.3057142857143,97.89
2020-05-24,6217,52,23.2985714285714,22.9114285714286,24.8842857142857,27.53,1.04,1.76428571428571,91.2042857142857,20.8650518731191,14.5014285714286,97.9685714285714
2020-05-31,8090,12.06,23.5671428571429,23.3485714285714,25.4114285714286,28.4985714285714,0.921428571428571,1.49857142857143,89.9914285714286,21.2026705071929,14.47,97.83
2020-06-07,9142,6.79,23.2442857142857,23.2971428571429,25.5257142857143,29.0657142857143,0.908571428571429,1.47857142857143,88,20.8663562847314,15.2471428571429,97.9314285714286
2020-06-14,9142,7.46,22.1014285714286,22.0685714285714,24.2928571428571,27.5314285714286,1.07,1.81142857142857,88.25,19.523485017813,13.3514285714286,97.9628571428571
2020-06-21,11290,32.74,22.1242857142857,22.1742857142857,24.1585714285714,27.3442857142857,1.14,1.91142857142857,89.0457142857143,19.5422608816691,13.13,98.0242857142857
2020-06-28,12996,32.01,22.0271428571429,21.7114285714286,24.0471428571429,27.7671428571429,1.11142857142857,1.83714285714286,89.0428571428571,19.432439642056,14.2842857142857,97.8471428571429
2020-07-05,18287,18.65,21.8128571428571,21.6485714285714,23.6057142857143,26.95,1.15857142857143,1.90714285714286,90.1514285714286,19.1831169978151,11.1657142857143,97.8814285714286
2020-07-12,21497,4.05,21.2657142857143,21.1728571428571,23.6528571428571,27.5785714285714,1.23857142857143,2.11142857142857,87.2757142857143,18.6203788497328,13.1557142857143,97.8985714285714
2020-07-19,21497,3.09,21.14,21.34,23.4642857142857,26.8885714285714,1.26428571428571,2.13571428571429,87.4642857142857,18.4592564626924,11.8557142857143,97.9642857142857
2020-07-26,21497,12.62,21.0728571428571,20.99,23.4328571428571,27.3,1.19428571428571,2.07428571428571,87.4185714285714,18.4164697962372,11.8842857142857,97.9014285714286
2020-08-02,26747,4.81,20.8657142857143,20.9728571428571,23.5157142857143,27.6257142857143,1.30857142857143,2.25,85.9271428571429,18.1889697188229,12.2142857142857,97.9928571428571
2020-08-09,33747,4.63,20.2871428571429,20.62,23.1871428571429,27.29,1.25571428571429,2.22571428571429,84.7228571428571,17.6015709799127,15.74,98.1742857142857
2020-08-16,33747,9.43,21.2828571428571,21.2742857142857,23.7928571428571,27.7928571428571,1.40142857142857,2.41142857142857,86.67,18.6376346170573,13.2385714285714,97.8942857142857
2020-08-23,34204,17.06,21.47,21.3957142857143,23.6285714285714,27.44,1.36714285714286,2.31142857142857,88.3914285714286,18.828172120477,13.0214285714286,97.7771428571429
2020-08-30,34531,9.91,21.5157142857143,21.4814285714286,23.4857142857143,26.9271428571429,1.16714285714286,2.02142857142857,89.26,18.8607753019115,12.8185714285714,97.9114285714286
2020-09-06,34752,10.84,21.3457142857143,21.3714285714286,23.4971428571429,27.07,1.22857142857143,2.07285714285714,88.3471428571429,18.6797766357941,13.7371428571429,97.9057142857143
2020-09-13,34938,7.68,21.4814285714286,21.5928571428571,23.9571428571429,27.81,1.30714285714286,2.22285714285714,86.8028571428571,18.8395922996056,12.3685714285714,97.8614285714286
2020-09-20,35008,44.21,21.8385714285714,21.7357142857143,23.9871428571429,27.7642857142857,1.16142857142857,1.93,88.5185714285714,19.2462900164763,13.7871428571429,97.9285714285714
2020-09-27,35130,31.45,21.6257142857143,21.5428571428571,23.5642857142857,26.7385714285714,1.01,1.75571428571429,89.4914285714286,18.9927466742781,15.5914285714286,97.9828571428571
2020-10-04,35268,13.87,21.7614285714286,21.5157142857143,23.9528571428571,27.6742857142857,0.995714285714286,1.69857142857143,88.1857142857143,19.1463213317023,15.6871428571429,97.8371428571429
2020-10-11,35400,38.64,22.0214285714286,21.9642857142857,23.9542857142857,27.2414285714286,0.938571428571429,1.61,89.5171428571429,19.4261256776866,16.8385714285714,97.9728571428571
2020-10-18,35476,94.22,22.2914285714286,22.0542857142857,23.7671428571429,26.5657142857143,0.948571428571429,1.64857142857143,91.7671428571429,19.6977210538644,16.5785714285714,97.8742857142857
2020-10-25,35524,75,22.2742857142857,22.0671428571429,24.21,27.64,0.991428571428571,1.67857142857143,89.4985714285714,19.7082914334061,13.9228571428571,97.8242857142857
2020-11-01,35587,141.89,22.8885714285714,22.5442857142857,24.2,26.8828571428571,0.981428571428571,1.66714285714286,92.6871428571429,20.392729140427,14.2,97.7228571428571
2020-11-08,35635,84.66,22.9742857142857,22.6642857142857,24.6185714285714,27.8428571428571,0.92,1.51857142857143,91.0528571428571,20.5172914399021,14.7885714285714,97.8057142857143
2020-11-15,35712,61.75,22.9228571428571,22.7014285714286,24.7685714285714,28.05,0.79,1.36285714285714,90.0242857142857,20.462339664203,15.5714285714286,97.8057142857143
2020-11-22,35848,16.85,22.96,22.7614285714286,24.4071428571429,26.8871428571429,1.02571428571429,1.71714285714286,91.9557142857143,20.4742672853622,14.38,97.6842857142857
2020-11-29,36009,53.26,23.1385714285714,22.6957142857143,24.8114285714286,28.0742857142857,0.901428571428571,1.50142857142857,90.8857142857143,20.7014834285857,15.2014285714286,97.7285714285714
2020-12-06,36101,49.87,22.8828571428571,22.5871428571429,24.8614285714286,28.4985714285714,0.965714285714286,1.63,89.4542857142857,20.4353659346289,15.49,97.8171428571429
2020-12-13,36251,22.82,22.7971428571429,22.5571428571429,24.5757142857143,27.9628571428571,1.06,1.79142857142857,90.4114285714286,20.32307067271,15.1028571428571,97.8514285714286
2020-12-20,36431,38.65,22.6514285714286,22.48,24.35,27.1471428571429,0.922857142857143,1.56571428571429,90.6871428571429,20.1338804105415,15.7014285714286,97.7342857142857
2020-12-27,36654,2.47,22.6157142857143,22.6571428571429,25.0557142857143,28.7514285714286,0.962857142857143,1.61,87.2414285714286,20.1386890799871,16.3128571428571,97.6642857142857
2021-01-03,36868,4.4,22.9314285714286,23.0057142857143,25.4271428571429,29.2085714285714,0.95,1.59285714285714,87.0085714285714,20.5176637806521,16.1871428571429,97.6757142857143
2021-01-10,36997,42.3,23.1771428571429,23.1871428571429,25.4528571428571,29.1,0.96,1.61142857142857,88.17,20.8225682116722,15.9071428571429,97.65
2021-01-17,37252,0.78,21.9814285714286,22.1871428571429,25.1771428571429,29.5042857142857,0.97,1.68428571428571,83.9542857142857,19.533972918202,16.7671428571429,97.6971428571429
2021-01-24,37663,25.13,22.4428571428571,22.7228571428571,25.2071428571429,29.2557142857143,1.00714285714286,1.72142857142857,85.7685714285714,19.9782924665404,17.0271428571429,97.7114285714286
2021-01-31,38440,49.59,22.7385714285714,22.7971428571429,25.0642857142857,28.6885714285714,0.827142857142857,1.41857142857143,87.8114285714286,20.285424342608,17.3428571428571,97.7014285714286
2021-02-07,38870,26.03,22.9985714285714,23.1171428571429,25.2685714285714,28.75,0.892857142857143,1.56714285714286,87.9371428571429,20.5536199525235,16.8671428571429,97.7471428571429
2021-02-14,39600,57.88,23.3371428571429,23.3528571428571,25.6414285714286,29.2242857142857,0.894285714285714,1.58857142857143,87.9285714285714,20.9901412706626,17.0171428571429,97.6285714285714
2021-02-21,40172,9.06,22.8514285714286,23.0714285714286,25.2042857142857,28.6157142857143,0.931428571428571,1.64142857142857,87.6242857142857,20.4051587210656,16.3814285714286,97.7271428571429
2021-02-28,41321,9.87,22.4714285714286,22.8428571428571,25.1385714285714,28.6842857142857,0.978571428571429,1.69142857142857,85.9728571428571,19.9506775562411,15.93,97.7042857142857
2021-03-07,43478,10.54,23.3428571428571,23.4271428571429,25.8471428571429,29.5314285714286,0.891428571428571,1.54285714285714,86.9471428571429,20.9934984498658,14.7385714285714,97.58
2021-03-14,45149,49.6,22.9928571428571,22.8357142857143,25.1928571428571,28.72,1.02571428571429,1.72857142857143,88.4457142857143,20.5754322010602,17.1657142857143,97.5957142857143
2021-03-21,46572,110.22,22.7414285714286,22.6,24.3771428571429,27.3742857142857,1.00285714285714,1.66428571428571,91.0528571428571,20.2351666797778,16.3328571428571,97.6
2021-03-28,47917,55.59,22.9642857142857,22.7342857142857,24.8971428571429,27.8557142857143,0.858571428571429,1.39714285714286,89.6,20.4927863739652,16.9328571428571,97.7114285714286
2021-04-04,48774,46.03,23.4385714285714,23.0385714285714,25.4642857142857,28.7371428571429,0.802857142857143,1.38285714285714,89.1714285714286,21.0671996407177,16.1528571428571,97.6628571428571
2021-04-11,49733,46.29,23.81,23.5971428571429,25.8314285714286,29.1285714285714,0.747142857142857,1.27142857142857,89.2314285714286,21.5249794025642,16.1871428571429,97.6228571428571
2021-04-18,50733,29.87,23.2557142857143,23.2057142857143,25.4485714285714,28.4371428571429,0.781428571428571,1.34142857142857,88.25,20.82887485869,15.7571428571429,97.6885714285714
2021-04-25,52451,24.41,23.45,23.4742857142857,25.6171428571429,28.8042857142857,0.855714285714286,1.42428571428571,88.4642857142857,21.0829005882733,16.7457142857143,97.6671428571428
2021-05-02,53453,11.84,23.2057142857143,23.3728571428571,25.5585714285714,28.68,0.805714285714286,1.37142857142857,87.4657142857143,20.783020545397,15.9342857142857,97.6028571428571
2021-05-09,53858,17.26,22.4071428571429,22.5957142857143,24.3657142857143,27.0614285714286,0.912857142857143,1.58571428571429,89.3042857142857,19.8421911737248,16.7442857142857,97.8457142857143
2021-05-16,53858,117.85,22.7442857142857,22.74,25.1514285714286,28.4528571428571,0.817142857142857,1.38857142857143,87.2142857142857,20.2419105906648,16.1214285714286,97.8128571428571
2021-05-23,56826,119.18,23.4728571428571,23.1357142857143,24.8414285714286,27.3271428571429,0.838571428571429,1.43714285714286,92.3657142857143,21.0731420938527,14.9057142857143,97.8628571428571
2021-05-30,59438,57.92,23.6514285714286,23.1214285714286,25.4542857142857,28.4885714285714,0.835714285714286,1.40142857142857,90.2771428571429,21.3183112142944,14.9685714285714,97.7785714285714
2021-06-06,60069,4.85,23.0985714285714,23.0728571428571,24.82,27.4485714285714,1.06857142857143,1.79,90.58,20.6447032397446,12.9471428571429,97.7971428571429
