"Dates","cc","pr","tdew","tmin","tmoy","tmax","wspd","wspd10","rh","ah","insol","ps"
2020-04-05,17,0.54,22.3866666666667,25.0816666666667,29.9516666666667,36.015,1.98833333333333,2.775,67.24,20.3070802142335,19.5066666666667,99.3416666666667
2020-04-12,52,1.17,22.2771428571429,25.2271428571429,30.0714285714286,35.5371428571429,1.71857142857143,2.41714285714286,66.08,20.0854916032693,18.85,99.4257142857143
2020-04-19,140,3.56,21.2828571428571,24.94,29.68,35.73,1.67428571428571,2.36857142857143,64.33,19.1038719689507,18.0328571428571,99.4142857142857
2020-04-26,475,29.28,22.0742857142857,24.3414285714286,28.0857142857143,33.3171428571429,1.29,1.89,72.6957142857143,19.8096203980373,18.5557142857143,99.4957142857143
2020-05-03,882,14.5,23.2014285714286,24.7428571428571,28.4942857142857,33.5285714285714,1.59,2.30571428571429,75.4728571428571,21.0726167246644,20.4614285714286,99.6071428571429
2020-05-10,1688,17.33,23.6385714285714,24.6085714285714,28.3057142857143,33.3571428571429,1.84571428571429,2.66571428571429,78.08,21.5660182680459,17.6857142857143,99.4557142857143
2020-05-17,2885,139.92,24.2685714285714,24.2614285714286,27.1842857142857,31.0142857142857,1.30857142857143,2.01714285714286,85.32,22.1723557425058,17.4414285714286,99.55
2020-05-24,4142,88.24,24.3242857142857,23.6742857142857,26.8542857142857,30.5842857142857,1.11285714285714,1.72714285714286,86.7842857142857,22.163984340011,18.0185714285714,99.6742857142857
2020-05-31,5625,33.97,24.0671428571429,23.7557142857143,26.4057142857143,30.0442857142857,1.40714285714286,2.17142857142857,87.6242857142857,21.8352673740923,16.54,99.5657142857143
2020-06-07,6428,48.76,23.7842857142857,23.2342857142857,26.0742857142857,29.8771428571429,1.14428571428571,1.81714285714286,87.9371428571429,21.5084801917227,18.2314285714286,99.6914285714286
2020-06-14,7577,89.9,23.5985714285714,22.8828571428571,25.6014285714286,29.1114285714286,1.56428571428571,2.41285714285714,89.2142857142857,21.2475518717065,17.0528571428571,99.6371428571429
2020-06-21,8856,25.75,23.8885714285714,23.3242857142857,26.0614285714286,29.6485714285714,1.34142857142857,2.08,88.4814285714286,21.6268113872777,16.9542857142857,99.6914285714286
